,pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
1973,61,Northwest Territories,Territoires du Nord-Ouest,16-07-2020,5,0,0.0,5,2638.0,5.0,100.0,58850.0,0,0.0,11.15,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,62,Nunavut,Nunavut,16-07-2020,0,0,0.0,0,1209.0,0.0,,31176.0,0,0.0,0.0,0.0,0.0,,18.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,99,Repatriated travellers,Voyageurs rapatriés,16-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
1976,1,Canada,Canada,16-07-2020,109253,11,8827.0,109264,3387755.0,72836.0,66.66,90126.0,437,0.4,290.68,23.48,17.0,8.08,45862.0,351.0,25.26,27601.0,73.43,4493.0,11.95,185.0,0.49,351.0,0.93,11.0,0.03
1977,59,British Columbia,Colombie-Britannique,17-07-2020,3198,0,189.0,3198,194626.0,2802.0,87.62,38378.0,28,0.88,63.06,3.73,0.0,5.91,2408.0,13.0,6.47,207.0,4.08,251.0,4.95,12.0,0.24,21.0,0.41,0.0,0.01
1978,48,Alberta,Alberta,17-07-2020,9219,0,167.0,9219,485822.0,8193.0,88.87,111139.0,105,1.15,210.9,3.82,2.0,1.81,4661.0,51.0,9.32,859.0,19.65,960.0,21.96,12.0,0.27,89.0,2.04,1.0,0.02
1979,47,Saskatchewan,Saskatchewan,17-07-2020,936,0,15.0,936,68806.0,793.0,84.72,58585.0,13,1.41,79.7,1.28,0.0,1.6,939.0,-1.0,13.68,128.0,10.9,140.0,11.92,1.0,0.09,17.0,1.47,0.0,0.0
1980,46,Manitoba,Manitoba,17-07-2020,325,11,7.0,336,72334.0,318.0,94.64,52819.0,5,1.51,24.54,0.51,0.0,2.08,800.0,0.0,3.27,11.0,0.8,11.0,0.8,0.0,0.0,2.0,0.11,0.0,0.0
1981,35,Ontario,Ontario,17-07-2020,37274,0,2746.0,37274,1751290.0,33162.0,88.97,120227.0,111,0.3,255.89,18.85,9.0,7.37,30144.0,101.0,3.66,1366.0,9.38,1739.0,11.94,64.0,0.44,116.0,0.79,5.0,0.04
1982,24,Quebec,Québec,17-07-2020,57142,0,5647.0,57142,718928.0,49939.0,87.39,84730.0,141,0.25,673.45,66.55,1.0,9.88,9902.0,23686.0,2.72,1556.0,18.34,1460.0,17.21,87.0,1.03,118.0,1.39,5.0,0.06
1983,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-07-2020,262,0,3.0,262,21546.0,259.0,98.85,41312.0,0,0.0,50.24,0.58,0.0,1.15,229.0,1.0,0.0,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
1984,13,New Brunswick,Nouveau-Brunswick,17-07-2020,168,0,2.0,168,42512.0,163.0,97.02,54725.0,0,0.0,21.63,0.26,0.0,1.19,367.0,0.0,1.79,3.0,0.39,3.0,0.39,0.0,0.0,0.0,0.04,0.0,0.0
1985,12,Nova Scotia,Nouvelle-Écosse,17-07-2020,1067,0,63.0,1067,60250.0,1002.0,93.91,62024.0,0,0.0,109.84,6.49,0.0,5.9,396.0,0.0,0.19,2.0,0.21,3.0,0.31,0.0,0.0,0.0,0.01,0.0,0.0
1986,11,Prince Edward Island,Île-du-Prince-Édouard,17-07-2020,36,0,0.0,36,16589.0,29.0,80.56,105698.0,0,0.0,22.94,0.0,0.0,0.0,401.0,2.0,19.44,7.0,4.46,9.0,5.73,0.0,0.0,0.0,0.27,0.0,0.0
1987,60,Yukon,Yukon,17-07-2020,13,0,0.0,13,1391.0,11.0,84.62,34048.0,2,18.18,31.82,0.0,0.0,0.0,15.0,0.0,15.38,2.0,4.9,2.0,4.9,0.0,0.0,0.0,0.7,0.0,0.0
1988,61,Northwest Territories,Territoires du Nord-Ouest,17-07-2020,5,0,0.0,5,2644.0,5.0,100.0,58984.0,0,0.0,11.15,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,62,Nunavut,Nunavut,17-07-2020,0,0,0.0,0,1227.0,0.0,,31640.0,0,0.0,0.0,0.0,0.0,,18.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,99,Repatriated travellers,Voyageurs rapatriés,17-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
1991,1,Canada,Canada,17-07-2020,109658,11,8839.0,109669,3438041.0,96689.0,88.16,91463.0,405,0.37,291.76,23.51,12.0,8.06,50286.0,23853.0,3.78,4141.0,11.02,4579.0,12.18,176.0,0.47,363.0,0.97,11.0,0.03
1992,59,British Columbia,Colombie-Britannique,18-07-2020,3198,0,189.0,3198,197164.0,2802.0,87.62,38878.0,0,0.0,63.06,3.73,0.0,5.91,2538.0,0.0,6.47,207.0,4.08,251.0,4.95,12.0,0.24,21.0,0.41,0.0,0.01
1993,48,Alberta,Alberta,18-07-2020,9219,0,167.0,9219,485822.0,8193.0,88.87,111139.0,0,0.0,210.9,3.82,0.0,1.81,0.0,0.0,9.32,859.0,19.65,960.0,21.96,12.0,0.27,89.0,2.04,1.0,0.02
1994,47,Saskatchewan,Saskatchewan,18-07-2020,941,0,15.0,941,69932.0,798.0,84.8,59544.0,5,0.53,80.12,1.28,0.0,1.59,1126.0,5.0,13.6,128.0,10.9,145.0,12.35,1.0,0.09,18.0,1.53,0.0,0.0
1995,46,Manitoba,Manitoba,18-07-2020,326,11,7.0,337,72334.0,318.0,94.36,52819.0,1,0.3,24.61,0.51,0.0,2.08,0.0,0.0,3.56,12.0,0.88,12.0,0.88,0.0,0.0,2.0,0.13,0.0,0.0
1996,35,Ontario,Ontario,18-07-2020,37440,0,2748.0,37440,1779196.0,33294.0,88.93,122143.0,166,0.45,257.03,18.87,2.0,7.34,27906.0,132.0,3.73,1398.0,9.6,1784.0,12.25,61.0,0.42,121.0,0.83,5.0,0.03
1997,24,Quebec,Québec,18-07-2020,57300,0,5654.0,57300,730010.0,50027.0,87.31,86036.0,158,0.28,675.31,66.64,7.0,9.87,11082.0,88.0,2.83,1619.0,19.08,1516.0,17.87,88.0,1.04,128.0,1.5,5.0,0.06
1998,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-07-2020,262,0,3.0,262,21723.0,259.0,98.85,41651.0,0,0.0,50.24,0.58,0.0,1.15,177.0,0.0,0.0,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
1999,13,New Brunswick,Nouveau-Brunswick,18-07-2020,168,0,2.0,168,42835.0,163.0,97.02,55141.0,0,0.0,21.63,0.26,0.0,1.19,323.0,0.0,1.79,3.0,0.39,3.0,0.39,0.0,0.0,0.0,0.04,0.0,0.0
2000,12,Nova Scotia,Nouvelle-Écosse,18-07-2020,1067,0,63.0,1067,60546.0,1002.0,93.91,62329.0,0,0.0,109.84,6.49,0.0,5.9,296.0,0.0,0.19,2.0,0.21,3.0,0.31,0.0,0.0,0.0,0.01,0.0,0.0
2001,11,Prince Edward Island,Île-du-Prince-Édouard,18-07-2020,36,0,0.0,36,16888.0,29.0,80.56,107603.0,0,0.0,22.94,0.0,0.0,0.0,299.0,0.0,19.44,7.0,4.46,6.0,3.82,0.0,0.0,0.0,0.27,0.0,0.0
2002,60,Yukon,Yukon,18-07-2020,13,0,0.0,13,1391.0,11.0,84.62,34048.0,0,0.0,31.82,0.0,0.0,0.0,0.0,0.0,15.38,2.0,4.9,2.0,4.9,0.0,0.0,0.0,0.7,0.0,0.0
2003,61,Northwest Territories,Territoires du Nord-Ouest,18-07-2020,5,0,0.0,5,2644.0,5.0,100.0,58984.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,62,Nunavut,Nunavut,18-07-2020,0,0,0.0,0,1243.0,0.0,,32053.0,0,0.0,0.0,0.0,0.0,,16.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,99,Repatriated travellers,Voyageurs rapatriés,18-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2006,1,Canada,Canada,18-07-2020,109988,11,8848.0,109999,3481804.0,96914.0,88.1,92628.0,330,0.3,292.63,23.54,9.0,8.04,43763.0,225.0,3.85,4237.0,11.27,4683.0,12.46,174.0,0.46,379.0,1.01,11.0,0.03
2007,59,British Columbia,Colombie-Britannique,19-07-2020,3198,0,189.0,3198,199519.0,2802.0,87.62,39342.0,0,0.0,63.06,3.73,0.0,5.91,2355.0,0.0,6.47,207.0,4.08,251.0,4.95,12.0,0.24,21.0,0.41,0.0,0.01
2008,48,Alberta,Alberta,19-07-2020,9219,0,167.0,9219,485822.0,8193.0,88.87,111139.0,0,0.0,210.9,3.82,0.0,1.81,0.0,0.0,9.32,859.0,19.65,960.0,21.96,12.0,0.27,89.0,2.04,1.0,0.02
2009,47,Saskatchewan,Saskatchewan,19-07-2020,943,0,15.0,943,71011.0,799.0,84.73,60463.0,2,0.21,80.29,1.28,0.0,1.59,1079.0,1.0,13.68,129.0,10.98,147.0,12.52,1.0,0.09,18.0,1.56,0.0,0.0
2010,46,Manitoba,Manitoba,19-07-2020,332,11,7.0,343,72334.0,318.0,92.71,52819.0,6,1.78,25.05,0.51,0.0,2.04,0.0,0.0,5.25,18.0,1.31,18.0,1.31,0.0,0.0,3.0,0.19,0.0,0.0
2011,35,Ontario,Ontario,19-07-2020,37604,0,2751.0,37604,1805206.0,33407.0,88.84,123928.0,164,0.44,258.15,18.89,3.0,7.32,26010.0,113.0,3.85,1446.0,9.93,1810.0,12.43,62.0,0.43,126.0,0.86,5.0,0.03
2012,24,Quebec,Québec,19-07-2020,57466,0,5655.0,57466,738437.0,50050.0,87.09,87029.0,166,0.29,677.27,66.65,1.0,9.84,8427.0,23.0,3.06,1761.0,20.75,1603.0,18.89,81.0,0.95,135.0,1.59,4.0,0.05
2013,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-07-2020,262,0,3.0,262,21976.0,259.0,98.85,42137.0,0,0.0,50.24,0.58,0.0,1.15,253.0,0.0,0.0,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
2014,13,New Brunswick,Nouveau-Brunswick,19-07-2020,169,0,2.0,169,43077.0,163.0,96.45,55453.0,1,0.6,21.76,0.26,0.0,1.18,242.0,0.0,2.37,4.0,0.51,4.0,0.51,0.0,0.0,0.0,0.06,0.0,0.0
2015,12,Nova Scotia,Nouvelle-Écosse,19-07-2020,1067,0,63.0,1067,60915.0,1002.0,93.91,62709.0,0,0.0,109.84,6.49,0.0,5.9,369.0,0.0,0.19,2.0,0.21,3.0,0.31,0.0,0.0,0.0,0.01,0.0,0.0
2016,11,Prince Edward Island,Île-du-Prince-Édouard,19-07-2020,36,0,0.0,36,16888.0,29.0,80.56,107603.0,0,0.0,22.94,0.0,0.0,0.0,0.0,0.0,19.44,7.0,4.46,4.0,2.55,0.0,0.0,0.0,0.18,0.0,0.0
2017,60,Yukon,Yukon,19-07-2020,13,0,0.0,13,1391.0,11.0,84.62,34048.0,0,0.0,31.82,0.0,0.0,0.0,0.0,0.0,15.38,2.0,4.9,2.0,4.9,0.0,0.0,0.0,0.7,0.0,0.0
2018,61,Northwest Territories,Territoires du Nord-Ouest,19-07-2020,5,0,0.0,5,2644.0,5.0,100.0,58984.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,62,Nunavut,Nunavut,19-07-2020,0,0,0.0,0,1246.0,0.0,,32130.0,0,0.0,0.0,0.0,0.0,,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,99,Repatriated travellers,Voyageurs rapatriés,19-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2021,1,Canada,Canada,19-07-2020,110327,11,8852.0,110338,3520542.0,97051.0,87.96,93658.0,339,0.31,293.54,23.55,4.0,8.02,38738.0,137.0,4.02,4435.0,11.8,4803.0,12.78,168.0,0.45,393.0,1.04,10.0,0.03
2022,59,British Columbia,Colombie-Britannique,20-07-2020,3300,0,189.0,3300,201317.0,2858.0,86.61,39697.0,102,3.19,65.07,3.73,0.0,5.73,1798.0,56.0,7.67,253.0,4.99,322.0,6.35,6.0,0.12,26.0,0.52,0.0,0.0
2023,48,Alberta,Alberta,20-07-2020,9587,0,170.0,9587,503190.0,8308.0,86.66,115112.0,368,3.99,219.32,3.89,3.0,1.77,17368.0,115.0,11.57,1109.0,25.37,1198.0,27.41,15.0,0.34,109.0,2.49,1.0,0.03
2024,47,Saskatchewan,Saskatchewan,20-07-2020,962,0,15.0,962,72127.0,802.0,83.37,61413.0,19,2.01,81.91,1.28,0.0,1.56,1116.0,3.0,15.07,145.0,12.35,157.0,13.37,1.0,0.09,13.0,1.11,0.0,0.0
2025,46,Manitoba,Manitoba,20-07-2020,343,11,7.0,354,74634.0,318.0,89.83,54499.0,11,3.21,25.85,0.51,0.0,1.98,2300.0,0.0,8.19,29.0,2.12,29.0,2.12,0.0,0.0,4.0,0.3,0.0,0.0
2026,35,Ontario,Ontario,20-07-2020,37739,0,2752.0,37739,1825435.0,33513.0,88.8,125317.0,135,0.36,259.08,18.89,1.0,7.29,20229.0,106.0,3.91,1474.0,10.12,1791.0,12.3,63.0,0.43,129.0,0.88,4.0,0.03
2027,24,Quebec,Québec,20-07-2020,57616,0,5657.0,57616,747943.0,50190.0,87.11,88149.0,150,0.26,679.04,66.67,2.0,9.82,9506.0,140.0,3.07,1769.0,20.85,1679.0,19.79,80.0,0.94,142.0,1.68,4.0,0.05
2028,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-07-2020,262,0,3.0,262,22092.0,259.0,98.85,42359.0,0,0.0,50.24,0.58,0.0,1.15,116.0,0.0,0.0,0.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
2029,13,New Brunswick,Nouveau-Brunswick,20-07-2020,170,0,2.0,170,43077.0,163.0,95.88,55453.0,1,0.59,21.88,0.26,0.0,1.18,0.0,0.0,2.94,5.0,0.64,5.0,0.64,0.0,0.0,1.0,0.07,0.0,0.0
2030,12,Nova Scotia,Nouvelle-Écosse,20-07-2020,1067,0,63.0,1067,61198.0,1003.0,94.0,63000.0,0,0.0,109.84,6.49,0.0,5.9,283.0,1.0,0.09,1.0,0.1,2.0,0.21,0.0,0.0,0.0,0.01,0.0,0.0
2031,11,Prince Edward Island,Île-du-Prince-Édouard,20-07-2020,36,0,0.0,36,17234.0,31.0,86.11,109808.0,0,0.0,22.94,0.0,0.0,0.0,346.0,2.0,13.89,5.0,3.19,4.0,2.55,0.0,0.0,0.0,0.09,0.0,0.0
2032,60,Yukon,Yukon,20-07-2020,13,0,0.0,13,1417.0,11.0,84.62,34684.0,0,0.0,31.82,0.0,0.0,0.0,26.0,0.0,15.38,2.0,4.9,2.0,4.9,0.0,0.0,0.0,0.7,0.0,0.0
2033,61,Northwest Territories,Territoires du Nord-Ouest,20-07-2020,5,0,0.0,5,2644.0,5.0,100.0,58984.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,62,Nunavut,Nunavut,20-07-2020,0,0,0.0,0,1246.0,0.0,,32130.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,99,Repatriated travellers,Voyageurs rapatriés,20-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2036,1,Canada,Canada,20-07-2020,111113,11,8858.0,111124,3573630.0,97474.0,87.72,95071.0,786,0.71,295.63,23.57,6.0,7.97,53088.0,423.0,4.31,4792.0,12.75,5190.0,13.81,165.0,0.44,424.0,1.13,10.0,0.03
2037,59,British Columbia,Colombie-Britannique,21-07-2020,3328,0,189.0,3328,202849.0,2873.0,86.33,39999.0,28,0.85,65.62,3.73,0.0,5.68,1532.0,15.0,7.99,266.0,5.25,338.0,6.66,6.0,0.12,29.0,0.56,0.0,0.0
2038,48,Alberta,Alberta,21-07-2020,9728,0,172.0,9728,508956.0,8363.0,85.97,116431.0,141,1.47,222.54,3.93,2.0,1.77,5766.0,55.0,12.26,1193.0,27.29,1292.0,29.56,15.0,0.34,117.0,2.67,1.0,0.03
2039,47,Saskatchewan,Saskatchewan,21-07-2020,970,0,15.0,970,72727.0,813.0,83.81,61924.0,8,0.83,82.59,1.28,0.0,1.55,600.0,11.0,14.64,142.0,12.09,164.0,13.96,0.0,0.0,13.0,1.14,0.0,0.0
2040,46,Manitoba,Manitoba,21-07-2020,353,13,7.0,366,75868.0,318.0,86.89,55400.0,12,3.39,26.73,0.51,0.0,1.91,1234.0,0.0,11.2,41.0,2.99,41.0,2.99,0.0,0.0,5.0,0.38,0.0,0.0
2041,35,Ontario,Ontario,21-07-2020,37942,0,2753.0,37942,1847658.0,33605.0,88.57,126843.0,203,0.54,260.47,18.9,1.0,7.26,22223.0,92.0,4.17,1584.0,10.87,1882.0,12.92,62.0,0.43,142.0,0.97,4.0,0.03
2042,24,Quebec,Québec,21-07-2020,57796,0,5658.0,57796,758349.0,50298.0,87.03,89376.0,180,0.31,681.16,66.68,1.0,9.79,10406.0,108.0,3.18,1840.0,21.69,1799.0,21.2,68.0,0.8,152.0,1.79,4.0,0.04
2043,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-07-2020,263,0,3.0,263,22356.0,259.0,98.48,42865.0,1,0.38,50.43,0.58,0.0,1.14,264.0,0.0,0.38,1.0,0.19,2.0,0.38,0.0,0.0,0.0,0.03,0.0,0.0
2044,13,New Brunswick,Nouveau-Brunswick,21-07-2020,170,0,2.0,170,43535.0,163.0,95.88,56042.0,0,0.0,21.88,0.26,0.0,1.18,458.0,0.0,2.94,5.0,0.64,5.0,0.64,0.0,0.0,0.0,0.06,0.0,0.0
2045,12,Nova Scotia,Nouvelle-Écosse,21-07-2020,1067,0,63.0,1067,61477.0,1003.0,94.0,63287.0,0,0.0,109.84,6.49,0.0,5.9,279.0,0.0,0.09,1.0,0.1,2.0,0.21,0.0,0.0,0.0,0.01,0.0,0.0
2046,11,Prince Edward Island,Île-du-Prince-Édouard,21-07-2020,36,0,0.0,36,17492.0,33.0,91.67,111452.0,0,0.0,22.94,0.0,0.0,0.0,258.0,2.0,8.33,3.0,1.91,4.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0
2047,60,Yukon,Yukon,21-07-2020,13,0,0.0,13,1435.0,11.0,84.62,35125.0,0,0.0,31.82,0.0,0.0,0.0,18.0,0.0,15.38,2.0,4.9,2.0,4.9,0.0,0.0,0.0,0.7,0.0,0.0
2048,61,Northwest Territories,Territoires du Nord-Ouest,21-07-2020,5,0,0.0,5,2704.0,5.0,100.0,60322.0,0,0.0,11.15,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,62,Nunavut,Nunavut,21-07-2020,0,0,0.0,0,1246.0,0.0,,32130.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,99,Repatriated travellers,Voyageurs rapatriés,21-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2051,1,Canada,Canada,21-07-2020,111684,13,8862.0,111697,3616728.0,97757.0,87.52,96217.0,573,0.52,297.15,23.58,4.0,7.93,43098.0,283.0,4.55,5078.0,13.51,5531.0,14.71,151.0,0.4,459.0,1.22,9.0,0.02
2052,59,British Columbia,Colombie-Britannique,22-07-2020,3362,0,189.0,3362,204512.0,2888.0,85.9,40327.0,34,1.02,66.29,3.73,0.0,5.62,1663.0,15.0,8.48,285.0,5.62,354.0,6.98,3.0,0.06,30.0,0.6,0.0,0.0
2053,48,Alberta,Alberta,22-07-2020,9861,0,174.0,9861,514742.0,8436.0,85.55,117754.0,133,1.37,225.58,3.98,2.0,1.76,5786.0,73.0,12.69,1251.0,28.62,1379.0,31.55,16.0,0.37,124.0,2.83,2.0,0.04
2054,47,Saskatchewan,Saskatchewan,22-07-2020,1030,0,15.0,1030,73754.0,825.0,80.1,62798.0,60,6.19,87.7,1.28,0.0,1.46,1027.0,12.0,18.45,190.0,16.18,222.0,18.9,0.0,0.0,21.0,1.81,0.0,0.0
2055,46,Manitoba,Manitoba,22-07-2020,361,13,7.0,374,76604.0,318.0,85.03,55937.0,8,2.19,27.31,0.51,0.0,1.87,736.0,0.0,13.1,49.0,3.58,49.0,3.58,0.0,0.0,6.0,0.46,0.0,0.0
2056,35,Ontario,Ontario,22-07-2020,38107,0,2755.0,38107,1870864.0,33812.0,88.73,128436.0,165,0.43,261.61,18.91,2.0,7.23,23206.0,207.0,4.04,1540.0,10.57,1929.0,13.24,55.0,0.38,151.0,1.03,3.0,0.02
2057,24,Quebec,Québec,22-07-2020,57938,0,5662.0,57938,767792.0,50373.0,86.94,90489.0,142,0.25,682.83,66.73,4.0,9.77,9443.0,75.0,3.28,1903.0,22.43,1859.0,21.91,59.0,0.7,154.0,1.82,4.0,0.04
2058,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-07-2020,264,0,3.0,264,22709.0,259.0,98.11,43542.0,1,0.38,50.62,0.58,0.0,1.14,353.0,0.0,0.76,2.0,0.38,3.0,0.58,0.0,0.0,0.0,0.05,0.0,0.0
2059,13,New Brunswick,Nouveau-Brunswick,22-07-2020,170,0,2.0,170,43863.0,165.0,97.06,56464.0,0,0.0,21.88,0.26,0.0,1.18,328.0,2.0,1.76,3.0,0.39,5.0,0.64,0.0,0.0,0.0,0.04,0.0,0.0
2060,12,Nova Scotia,Nouvelle-Écosse,22-07-2020,1067,0,63.0,1067,61828.0,1003.0,94.0,63649.0,0,0.0,109.84,6.49,0.0,5.9,351.0,0.0,0.09,1.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2061,11,Prince Edward Island,Île-du-Prince-Édouard,22-07-2020,36,0,0.0,36,17622.0,34.0,94.44,112280.0,0,0.0,22.94,0.0,0.0,0.0,130.0,1.0,5.56,2.0,1.27,4.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0
2062,60,Yukon,Yukon,22-07-2020,13,0,0.0,13,1435.0,11.0,84.62,35125.0,0,0.0,31.82,0.0,0.0,0.0,0.0,0.0,15.38,2.0,4.9,2.0,4.9,0.0,0.0,0.0,0.7,0.0,0.0
2063,61,Northwest Territories,Territoires du Nord-Ouest,22-07-2020,5,0,0.0,5,2704.0,5.0,100.0,60322.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,62,Nunavut,Nunavut,22-07-2020,0,0,0.0,0,1273.0,0.0,,32826.0,0,0.0,0.0,0.0,0.0,,27.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,99,Repatriated travellers,Voyageurs rapatriés,22-07-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,
2066,1,Canada,Canada,22-07-2020,112227,13,8870.0,112240,3659778.0,98142.0,87.44,97362.0,543,0.49,298.6,23.6,8.0,7.9,43050.0,385.0,4.66,5228.0,13.91,5807.0,15.45,133.0,0.35,488.0,1.3,9.0,0.02
2067,59,British Columbia,Colombie-Britannique,23-07-2020,3392,0,190.0,3392,206900.0,2898.0,85.44,40798.0,30,0.89,66.89,3.75,1.0,5.6,2388.0,10.0,8.96,304.0,5.99,364.0,7.18,4.0,0.08,32.0,0.63,0.0,0.0
2068,48,Alberta,Alberta,23-07-2020,9975,0,176.0,9975,520722.0,8506.0,85.27,119122.0,114,1.16,228.19,4.03,2.0,1.76,5980.0,70.0,12.96,1293.0,29.58,1456.0,33.31,15.0,0.34,123.0,2.81,2.0,0.04
2069,47,Saskatchewan,Saskatchewan,23-07-2020,1072,0,16.0,1072,74989.0,838.0,78.17,63850.0,42,4.08,91.28,1.36,1.0,1.49,1235.0,13.0,20.34,218.0,18.56,259.0,22.05,1.0,0.09,21.0,1.81,0.0,0.01
2070,46,Manitoba,Manitoba,23-07-2020,362,13,7.0,375,77805.0,319.0,85.07,56814.0,1,0.27,27.38,0.51,0.0,1.87,1201.0,1.0,13.07,49.0,3.58,50.0,3.65,0.0,0.0,6.0,0.46,0.0,0.0
2071,35,Ontario,Ontario,23-07-2020,38210,0,2755.0,38210,1896014.0,33963.0,88.89,130162.0,103,0.27,262.31,18.91,0.0,7.21,25150.0,151.0,3.9,1492.0,10.24,1862.0,12.78,52.0,0.36,150.0,1.03,3.0,0.02
2072,24,Quebec,Québec,23-07-2020,58080,0,5662.0,58080,767792.0,50505.0,86.96,90489.0,142,0.25,684.5,66.73,0.0,9.75,0.0,132.0,3.29,1913.0,22.55,1864.0,21.97,53.0,0.62,154.0,1.82,2.0,0.03
2073,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-07-2020,264,0,3.0,264,22983.0,259.0,98.11,44067.0,0,0.0,50.62,0.58,0.0,1.14,274.0,0.0,0.76,2.0,0.38,3.0,0.58,0.0,0.0,0.0,0.05,0.0,0.0
2074,13,New Brunswick,Nouveau-Brunswick,23-07-2020,170,0,2.0,170,44147.0,165.0,97.06,56830.0,0,0.0,21.88,0.26,0.0,1.18,284.0,0.0,1.76,3.0,0.39,4.0,0.51,0.0,0.0,0.0,0.04,0.0,0.0
2075,12,Nova Scotia,Nouvelle-Écosse,23-07-2020,1067,0,63.0,1067,62365.0,1003.0,94.0,64201.0,0,0.0,109.84,6.49,0.0,5.9,537.0,0.0,0.09,1.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2076,11,Prince Edward Island,Île-du-Prince-Édouard,23-07-2020,36,0,0.0,36,18038.0,34.0,94.44,114931.0,0,0.0,22.94,0.0,0.0,0.0,416.0,0.0,5.56,2.0,1.27,3.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0
2077,60,Yukon,Yukon,23-07-2020,13,0,0.0,13,1469.0,11.0,84.62,35957.0,0,0.0,31.82,0.0,0.0,0.0,34.0,0.0,15.38,2.0,4.9,2.0,4.9,0.0,0.0,0.0,0.7,0.0,0.0
2078,61,Northwest Territories,Territoires du Nord-Ouest,23-07-2020,5,0,0.0,5,2736.0,5.0,100.0,61036.0,0,0.0,11.15,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,62,Nunavut,Nunavut,23-07-2020,0,0,0.0,0,1286.0,0.0,,33161.0,0,0.0,0.0,0.0,0.0,,13.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
